locus	pop1	metric	value
MrChr5G29250	BQ	TajD	1.47142
MrChr5G29830	BQ	pi	0
MrChr6G09750	BQ	pi	0.00318683
MrChr6G09750	BQ	TajD	-1.213
MrChr6G11030	BQ	pi	0.000618429
MrChr6G11030	BQ	TajD	-0.373745
MrChr6G11270	BQ	pi	0.000859902
MrChr6G11270	BQ	TajD	0.583102
MrChr6G15960	BQ	pi	0.00111357
MrChr6G15960	BQ	TajD	-0.835495
MrChr6G16590	BQ	pi	0.000156782
MrChr6G16590	BQ	TajD	1.58117
MrChr6G18350	BQ	pi	0.000105674
MrChr6G18350	BQ	TajD	1.47142
MrChr6G19900	BQ	pi	0
MrChr6G24200	BQ	pi	0
MrChr6G29040	BQ	pi	0.000140225
MrChr6G29040	BQ	TajD	1.47142
MrChr6G29230	BQ	pi	0.00424689
MrChr6G29230	BQ	TajD	3.15892
MrChr6G30240	BQ	pi	0.000738721
MrChr6G30240	BQ	TajD	1.98459
MrChr6G30340	BQ	pi	0
MrChr6G32030	BQ	pi	0
MrChr6G32210	BQ	pi	0.000378079
MrChr6G32210	BQ	TajD	-1.2106
MrChr6G32610	BQ	pi	0.000530709
MrChr6G32610	BQ	TajD	1.58117
MrChr6G32810	BQ	pi	0
MrChr6G32910	BQ	pi	0.0436508
MrChr6G32910	BQ	TajD	1.58117
MrChr6G33940	BQ	pi	0
MrChr6G34060	BQ	pi	0.00184179
MrChr6G34060	BQ	TajD	1.47142
MrChr6G34260	BQ	pi	0
MrChr6G35080	BQ	pi	0.000921226
MrChr6G35080	BQ	TajD	2.49335
MrChr6G36870	BQ	pi	0.000597956
MrChr6G36870	BQ	TajD	2.06053
MrChr7G01060	BQ	pi	0.00028202
MrChr7G01060	BQ	TajD	-1.1428
MrChr7G04150	BQ	pi	0
MrChr7G06340	BQ	pi	0.0036965
MrChr7G06340	BQ	TajD	-0.939428
MrChr7G07460	BQ	pi	5.60E-05
MrChr7G07460	BQ	TajD	-0.835495
MrChr7G07560	BQ	pi	0
MrChr7G09020	BQ	pi	0.000816405
MrChr7G09020	BQ	TajD	2.46543
MrChr7G12770	BQ	pi	0.000400035
MrChr7G12770	BQ	TajD	-0.138191
MrChr7G14840	BQ	pi	0
MrChr7G15690	BQ	pi	0.00069687
MrChr7G15690	BQ	TajD	-0.21809
MrChr7G17430	BQ	pi	0.000302654
MrChr7G17430	BQ	TajD	0.14824
MrChr7G17610	BQ	pi	0
MrChr7G19430	BQ	pi	0
MrChr7G22380	BQ	pi	0.000525429
MrChr7G22380	BQ	TajD	-0.843188
MrChr7G22810	BQ	pi	0.00230113
MrChr7G22810	BQ	TajD	-1.03561
MrChr7G24810	BQ	pi	0
MrChr7G25890	BQ	pi	0.000510559
MrChr7G25890	BQ	TajD	-1.36391
MrChr7G27110	BQ	pi	0.000693286
MrChr7G27110	BQ	TajD	1.86828
MrChr8G00030	BQ	pi	0.000503663
MrChr8G00030	BQ	TajD	1.58117
MrChr8G00130	BQ	pi	0.000130658
MrChr8G00130	BQ	TajD	1.58117
MrChr8G03060	BQ	pi	0
MrChr8G03490	BQ	pi	0
MrChr8G04380	BQ	pi	0.000798886
MrChr8G04380	BQ	TajD	1.47142
MrChr8G07360	BQ	pi	0.000780001
MrChr8G07360	BQ	TajD	-0.641124
MrChr8G07500	BQ	pi	0
MrChr8G10300	BQ	pi	0.000329202
MrChr8G10300	BQ	TajD	-0.641124
MrChr8G12150	BQ	pi	0.00182722
MrChr8G12150	BQ	TajD	-0.801354
MrChr8G13560	BQ	pi	0.000250957
MrChr8G13560	BQ	TajD	-0.641124
MrChr8G14650	BQ	pi	0.000906598
MrChr8G14650	BQ	TajD	-0.835495
MrChr8G17070	BQ	pi	0
MrChr8G18070	BQ	pi	0.00202922
MrChr8G18070	BQ	TajD	-0.95384
MrChr8G18750	BQ	pi	0.000457192
MrChr8G18750	BQ	TajD	1.88476
MrChr8G20870	BQ	pi	0
MrChr8G23190	BQ	pi	0.000900204
MrChr8G23190	BQ	TajD	0.541012
MrChr8G26240	BQ	pi	0
MrChr1G19130	BQ	pi	0.000419994
MrChr1G19130	BQ	TajD	1.44614
MrChr1G19230	BQ	pi	0.000251469
MrChr1G19230	BQ	TajD	1.58117
MrChr1G19490	BQ	pi	0
MrChr1G19830	BQ	pi	0.00391087
MrChr1G19830	BQ	TajD	3.48943
MrChr1G20530	BQ	pi	0
MrChr1G20840	BQ	pi	0
MrChr1G28030	BQ	pi	0
MrChr1G28770	BQ	pi	0.0028958
MrChr1G28770	BQ	TajD	1.27935
MrChr1G33550	BQ	pi	0
MrChr1G33650	BQ	pi	0
MrChr1G33970	BQ	pi	0
MrChr1G34250	BQ	pi	0.00010004
MrChr1G34250	BQ	TajD	-1.23957
MrChr1G35900	BQ	pi	0.00020207
MrChr1G35900	BQ	TajD	2.58206
MrChr1G36130	BQ	pi	0.000174593
MrChr1G36130	BQ	TajD	1.47142
MrChr2G00110	BQ	pi	0
MrChr2G04350	BQ	pi	0
MrChr2G07030	BQ	pi	0.00606061
MrChr2G07030	BQ	TajD	-1.31857
MrChr2G10740	BQ	pi	0
MrChr2G13340	BQ	pi	0.00112642
MrChr2G13340	BQ	TajD	-0.691313
MrChr2G14940	BQ	pi	0.0039777
MrChr2G14940	BQ	TajD	2.18913
MrChr2G15040	BQ	pi	0
MrChr2G15140	BQ	pi	0
MrChr2G15900	BQ	pi	0
MrChr2G16600	BQ	pi	0.00107044
MrChr2G16600	BQ	TajD	0.165601
MrChr2G16700	BQ	pi	0
MrChr2G16810	BQ	pi	0.000643112
MrChr2G16810	BQ	TajD	0.14824
MrChr2G20680	BQ	pi	0.000111885
MrChr2G20680	BQ	TajD	-0.95384
MrChr2G22580	BQ	pi	0
MrChr2G25590	BQ	pi	0.00194562
MrChr2G25590	BQ	TajD	-0.641124
MrChr2G30280	BQ	pi	0
MrChr3G00190	BQ	pi	0.000418098
MrChr3G00190	BQ	TajD	0.612518
MrChr3G00470	BQ	pi	0
MrChr3G07580	BQ	pi	0
MrChr3G10300	BQ	pi	0
MrChr3G11140	BQ	pi	0.00487265
MrChr3G11140	BQ	TajD	2.81843
MrChr3G13330	BQ	pi	0
MrChr3G15730	BQ	pi	0
MrChr3G20540	BQ	pi	0
MrChr3G22760	BQ	pi	0
MrChr3G23150	BQ	pi	0.000493241
MrChr3G23150	BQ	TajD	0.0938163
MrChr3G27560	BQ	pi	9.37E-05
MrChr3G27560	BQ	TajD	-0.95384
MrChr3G29030	BQ	pi	0.000282022
MrChr3G29030	BQ	TajD	1.18348
MrChr3G36930	BQ	pi	0.000220136
MrChr3G36930	BQ	TajD	-1.29767
MrChr3G37390	BQ	pi	0.00011691
MrChr3G37390	BQ	TajD	-1.24611
MrChr4G01820	BQ	pi	0
MrChr4G04060	BQ	pi	0.000548153
MrChr4G04060	BQ	TajD	1.47142
MrChr4G15980	BQ	pi	0.00745192
MrChr4G15980	BQ	TajD	2.1211
MrChr4G20560	BQ	pi	4.45E-05
MrChr4G20560	BQ	TajD	-0.641124
MrChr4G22760	BQ	pi	0
MrChr4G27490	BQ	pi	0
MrChr4G28730	BQ	pi	0
MrChr4G29330	BQ	pi	0.00141838
MrChr4G29330	BQ	TajD	-0.652617
MrChr5G05520	BQ	pi	0.000400294
MrChr5G05520	BQ	TajD	-0.637461
MrChr5G05620	BQ	pi	0.000206169
MrChr5G05620	BQ	TajD	0.0227445
MrChr5G06730	BQ	pi	0
MrChr5G07000	BQ	pi	0
MrChr5G15520	BQ	pi	0.00490123
MrChr5G15520	BQ	TajD	0.0938163
MrChr5G19780	BQ	pi	0.000427311
MrChr5G19780	BQ	TajD	-0.182508
MrChr5G21510	BQ	pi	0
MrChr5G23570	BQ	pi	0.00189049
MrChr5G23570	BQ	TajD	2.49335
MrChr5G23740	BQ	pi	0
MrChr5G24220	BQ	pi	0.000101176
MrChr5G24220	BQ	TajD	-1.17515
MrChr5G24680	BQ	pi	0
MrChr5G26550	BQ	pi	0.000239364
MrChr5G26550	BQ	TajD	1.47142
MrChr5G29260	BQ	pi	0.000323919
MrChr5G29260	BQ	TajD	-0.482598
MrChr5G29840	BQ	pi	0
MrChr6G09760	BQ	pi	0.00217595
MrChr6G09760	BQ	TajD	-1.48888
MrChr6G11040	BQ	pi	0.00253247
MrChr6G11040	BQ	TajD	2.37679
MrChr6G11510	BQ	pi	0.000584304
MrChr6G11510	BQ	TajD	0.749037
MrChr6G15970	BQ	pi	4.65E-05
MrChr6G15970	BQ	TajD	-0.641124
MrChr6G16600	BQ	pi	0
MrChr6G18360	BQ	pi	0.00010396
MrChr6G18360	BQ	TajD	1.47142
MrChr6G23280	BQ	pi	0
MrChr6G24500	BQ	pi	0
MrChr6G28940	BQ	pi	0.000857229
MrChr6G28940	BQ	TajD	-0.641124
MrChr6G29050	BQ	pi	0.000498599
MrChr6G29050	BQ	TajD	2.62281
MrChr6G29240	BQ	pi	0.00575561
MrChr6G29240	BQ	TajD	1.91752
MrChr6G30250	BQ	pi	0
MrChr6G30350	BQ	pi	0
MrChr6G31320	BQ	pi	0.000445142
MrChr6G31320	BQ	TajD	-0.641124
MrChr6G32040	BQ	pi	0.00123336
MrChr6G32040	BQ	TajD	2.65542
MrChr6G32510	BQ	pi	0
MrChr6G32620	BQ	pi	0
MrChr6G32920	BQ	pi	0
MrChr6G33950	BQ	pi	0.00139801
MrChr6G33950	BQ	TajD	2.46865
MrChr6G34070	BQ	pi	0.00693827
MrChr6G34070	BQ	TajD	1.47142
MrChr6G34470	BQ	pi	0.000298297
MrChr6G34470	BQ	TajD	1.58117
MrChr6G35090	BQ	pi	0.000449019
MrChr6G35090	BQ	TajD	1.47142
MrChr6G36880	BQ	pi	0
MrChr7G02670	BQ	pi	0.000292701
MrChr7G02670	BQ	TajD	0.249582
MrChr7G04750	BQ	pi	0.000423837
MrChr7G04750	BQ	TajD	0.71491
MrChr7G06350	BQ	pi	0.00276897
MrChr7G06350	BQ	TajD	-1.33399
MrChr7G07470	BQ	pi	0
MrChr7G07570	BQ	pi	0.000162561
MrChr7G07570	BQ	TajD	-1.09607
MrChr7G09030	BQ	pi	0
MrChr7G12790	BQ	pi	0.000427902
MrChr7G12790	BQ	TajD	2.18913
MrChr7G14850	BQ	pi	0
MrChr7G15700	BQ	pi	0.000330825
MrChr7G15700	BQ	TajD	1.47142
MrChr7G17440	BQ	pi	5.25E-05
MrChr7G17440	BQ	TajD	-0.641124
MrChr7G17630	BQ	pi	0
MrChr7G22240	BQ	pi	0.00148635
MrChr7G22240	BQ	TajD	-0.835495
MrChr7G22820	BQ	pi	0.00163051
MrChr7G22820	BQ	TajD	-1.09607
MrChr7G23960	BQ	pi	0.00262364
MrChr7G23960	BQ	TajD	-0.641124
MrChr7G25340	BQ	pi	3.50E-05
MrChr7G25340	BQ	TajD	-0.641124
MrChr7G26590	BQ	pi	0.00166582
MrChr7G26590	BQ	TajD	0.541012
MrChr7G29070	BQ	pi	0.000653677
MrChr7G29070	BQ	TajD	0.337084
MrChr8G00040	BQ	pi	7.56E-05
MrChr8G00040	BQ	TajD	-0.641124
MrChr8G00140	BQ	pi	0
MrChr8G03400	BQ	pi	0.00126394
MrChr8G03400	BQ	TajD	-0.641124
MrChr8G03500	BQ	pi	6.25E-05
MrChr8G03500	BQ	TajD	-0.641124
MrChr8G04390	BQ	pi	0
MrChr8G07370	BQ	pi	0
MrChr8G10340	BQ	pi	9.69E-05
MrChr8G10340	BQ	TajD	-0.641124
MrChr8G12160	BQ	pi	0.00251832
MrChr8G12160	BQ	TajD	1.58117
MrChr8G14660	BQ	pi	0.00447141
MrChr8G14660	BQ	TajD	0.541012
MrChr8G17080	BQ	pi	0.00623167
MrChr8G17080	BQ	TajD	0.376723
MrChr8G18150	BQ	pi	0
MrChr8G19830	BQ	pi	0
MrChr8G23610	BQ	pi	0
MrChr8G26250	BQ	pi	0.000245087
MrChr8G26250	BQ	TajD	1.25032
MrChr1G08100	BQ	pi	0
MrChr1G10600	BQ	pi	0
MrChr1G19190	BQ	pi	0
MrChr1G19440	BQ	pi	0.00271404
MrChr1G19440	BQ	TajD	1.58117
MrChr1G19700	BQ	pi	0.000764685
MrChr1G19700	BQ	TajD	1.58117
MrChr1G20470	BQ	pi	0
MrChr1G20800	BQ	pi	8.30E-05
MrChr1G20800	BQ	TajD	-0.835495
MrChr1G27500	BQ	pi	0
MrChr1G28730	BQ	pi	0.00876108
MrChr1G28730	BQ	TajD	0.593482
MrChr1G33510	BQ	pi	0
MrChr1G33740	BQ	pi	0
MrChr1G34200	BQ	pi	5.71E-06
MrChr1G34200	BQ	TajD	-1.1624
MrChr1G34310	BQ	pi	0
MrChr1G35960	BQ	pi	0.000230719
MrChr1G35960	BQ	TajD	2.3524
MrChr1G36190	BQ	pi	0
MrChr2G03640	BQ	pi	6.00E-05
MrChr2G03640	BQ	TajD	-0.641124
MrChr2G08010	BQ	pi	0.00361252
MrChr2G08010	BQ	TajD	1.12848
MrChr2G13300	BQ	pi	0.00101497
MrChr2G13300	BQ	TajD	-1.47252
MrChr2G13400	BQ	pi	0
MrChr2G15000	BQ	pi	0
MrChr2G15100	BQ	pi	0
MrChr2G15370	BQ	pi	0.000537976
MrChr2G15370	BQ	TajD	2.3524
MrChr2G15960	BQ	pi	0.00150009
MrChr2G15960	BQ	TajD	1.79323
MrChr2G16660	BQ	pi	0
MrChr2G16770	BQ	pi	0
MrChr2G20320	BQ	pi	7.84E-05
MrChr2G20320	BQ	TajD	-0.641124
MrChr2G20740	BQ	pi	0
MrChr2G30210	BQ	pi	0
MrChr2G31560	BQ	pi	0.000339487
MrChr2G31560	BQ	TajD	0.541012
MrChr3G04250	BQ	pi	0.000805236
MrChr3G04250	BQ	TajD	1.47142
MrChr3G07540	BQ	pi	0.00635618
MrChr3G07540	BQ	TajD	-1.0477
MrChr3G09820	BQ	pi	0
MrChr3G09940	BQ	pi	0
MrChr3G10860	BQ	pi	0
MrChr3G11300	BQ	pi	0
MrChr3G13850	BQ	pi	0.000108632
MrChr3G13850	BQ	TajD	-0.641124
MrChr3G18930	BQ	pi	0
MrChr3G22720	BQ	pi	0.00171693
MrChr3G22720	BQ	TajD	1.47142
MrChr3G22880	BQ	pi	0.000313838
MrChr3G22880	BQ	TajD	-1.03561
MrChr3G25510	BQ	pi	0.000129323
MrChr3G25510	BQ	TajD	1.91752
MrChr3G27930	BQ	pi	0.000143751
MrChr3G27930	BQ	TajD	0.541012
MrChr3G36890	BQ	pi	0.000100325
MrChr3G36890	BQ	TajD	-0.835495
MrChr3G37350	BQ	pi	0
MrChr4G00160	BQ	pi	0.000163384
MrChr4G00160	BQ	TajD	1.58117
MrChr4G03310	BQ	pi	0.000820232
MrChr4G03310	BQ	TajD	2.37679
MrChr4G08100	BQ	pi	0
MrChr4G20520	BQ	pi	0
MrChr4G20620	BQ	pi	0.000185278
MrChr4G20620	BQ	TajD	1.14147
MrChr4G26940	BQ	pi	0.000223815
MrChr4G26940	BQ	TajD	1.91752
MrChr4G28690	BQ	pi	0.00238424
MrChr4G28690	BQ	TajD	1.46537
MrChr4G28790	BQ	pi	0
MrChr5G04980	BQ	pi	0.000434478
MrChr5G04980	BQ	TajD	0.386104
MrChr5G05580	BQ	pi	0.000241187
MrChr5G05580	BQ	TajD	1.47142
MrChr5G06490	BQ	pi	0
MrChr5G06960	BQ	pi	0
MrChr5G19930	BQ	pi	0
MrChr5G22970	BQ	pi	0
MrChr5G23630	BQ	pi	0
MrChr5G24180	BQ	pi	0.00015806
MrChr5G24180	BQ	TajD	1.58117
MrChr5G24640	BQ	pi	0.000280958
MrChr5G24640	BQ	TajD	2.01584
MrChr5G26510	BQ	pi	0.000594476
MrChr5G26510	BQ	TajD	1.47142
MrChr5G28830	BQ	pi	0
MrChr5G29400	BQ	pi	0
MrChr6G09470	BQ	pi	0.000319484
MrChr6G09470	BQ	TajD	-0.641124
MrChr6G10980	BQ	pi	0.00108906
MrChr6G10980	BQ	TajD	-1.03561
MrChr6G11240	BQ	pi	0.000316955
MrChr6G11240	BQ	TajD	1.91752
MrChr6G14430	BQ	pi	0
MrChr6G16430	BQ	pi	0.000157773
MrChr6G16430	BQ	TajD	0.504404
MrChr6G18280	BQ	pi	0
MrChr6G19630	BQ	pi	0
MrChr6G24120	BQ	pi	0
MrChr6G28900	BQ	pi	0.00235463
MrChr6G28900	BQ	TajD	0.612518
MrChr6G29010	BQ	pi	0
MrChr6G29140	BQ	pi	0.000175869
MrChr6G29140	BQ	TajD	0.612518
MrChr6G30100	BQ	pi	0
MrChr6G30310	BQ	pi	0
MrChr6G30840	BQ	pi	0.000637169
MrChr6G30840	BQ	TajD	1.98902
MrChr6G31730	BQ	pi	0.00553737
MrChr6G31730	BQ	TajD	2.42111
MrChr6G32180	BQ	pi	0.000508298
MrChr6G32180	BQ	TajD	-1.29209
MrChr6G32570	BQ	pi	0
MrChr6G32680	BQ	pi	0
MrChr6G32880	BQ	pi	0
MrChr6G33890	BQ	pi	0
MrChr6G34010	BQ	pi	0
MrChr6G34130	BQ	pi	0.00501479
MrChr6G34130	BQ	TajD	2.51556
MrChr6G34650	BQ	pi	0.000413802
MrChr6G34650	BQ	TajD	2.18913
MrChr6G36380	BQ	pi	0.000242861
MrChr6G36380	BQ	TajD	-0.641124
MrChr7G00290	BQ	pi	0.000113523
MrChr7G00290	BQ	TajD	-0.95384
MrChr7G04120	BQ	pi	0
MrChr7G06310	BQ	pi	0
MrChr7G07530	BQ	pi	0
MrChr7G08240	BQ	pi	0.000359039
MrChr7G08240	BQ	TajD	-0.783493
MrChr7G10590	BQ	pi	0.000618987
MrChr7G10590	BQ	TajD	2.46543
MrChr7G14790	BQ	pi	0.0002113
MrChr7G14790	BQ	TajD	-0.835495
MrChr7G15060	BQ	pi	0.000196104
MrChr7G15060	BQ	TajD	-0.641124
MrChr7G17290	BQ	pi	0
MrChr7G17580	BQ	pi	0.0024707
MrChr7G17580	BQ	TajD	1.47142
MrChr7G18290	BQ	pi	0.000749611
MrChr7G18290	BQ	TajD	1.9058
MrChr7G22180	BQ	pi	0.000370453
MrChr7G22180	BQ	TajD	-1.1801
MrChr7G22300	BQ	pi	0
MrChr7G23920	BQ	pi	0.000787683
MrChr7G23920	BQ	TajD	1.58117
MrChr7G24040	BQ	pi	0
MrChr7G25520	BQ	pi	0.000907363
MrChr7G25520	BQ	TajD	-0.759985
MrChr7G26800	BQ	pi	0.00167795
MrChr7G26800	BQ	TajD	2.87795
MrChr7G34240	BQ	pi	0
MrChr8G00100	BQ	pi	8.52E-05
MrChr8G00100	BQ	TajD	1.55373
MrChr8G00200	BQ	pi	0.000880352
MrChr8G00200	BQ	TajD	1.58117
MrChr8G02780	BQ	pi	0.00242398
MrChr8G02780	BQ	TajD	2.47182
MrChr8G03460	BQ	pi	0
MrChr8G03760	BQ	pi	0.000436256
MrChr8G03760	BQ	TajD	1.47142
MrChr8G07330	BQ	pi	0
MrChr8G07430	BQ	pi	0
MrChr8G08830	BQ	pi	0
MrChr8G11760	BQ	pi	0.00015595
MrChr8G11760	BQ	TajD	-1.24611
MrChr8G13530	BQ	pi	0
MrChr8G13660	BQ	pi	0.000150567
MrChr8G13660	BQ	TajD	0.0938163
MrChr8G18000	BQ	pi	0.000305466
MrChr8G18000	BQ	TajD	-0.307453
MrChr8G18370	BQ	pi	0.000359617
MrChr8G18370	BQ	TajD	2.46543
MrChr8G20520	BQ	pi	0.00029881
MrChr8G20520	BQ	TajD	-0.835495
MrChr8G21990	BQ	pi	0
MrChr8G26210	BQ	pi	0
MrChr1G08060	BQ	pi	0.000368478
MrChr1G08060	BQ	TajD	2.69379
MrChr1G08970	BQ	pi	0.00282115
MrChr1G08970	BQ	TajD	3.52352
MrChr1G19150	BQ	pi	0.000413099
MrChr1G19150	BQ	TajD	1.58117
MrChr1G19260	BQ	pi	0.000445227
MrChr1G19260	BQ	TajD	2.55406
MrChr1G19510	BQ	pi	0.000457106
MrChr1G19510	BQ	TajD	2.79132
MrChr1G20620	BQ	pi	0
MrChr1G21270	BQ	pi	0
MrChr1G28050	BQ	pi	0
MrChr1G33170	BQ	pi	0.000941257
MrChr1G33170	BQ	TajD	2.06053
MrChr1G33570	BQ	pi	0.000163174
MrChr1G33570	BQ	TajD	1.47142
MrChr1G33700	BQ	pi	0
MrChr1G34090	BQ	pi	0
MrChr1G34270	BQ	pi	0
MrChr1G35920	BQ	pi	0
MrChr1G36150	BQ	pi	0
MrChr2G00130	BQ	pi	0.000118919
MrChr2G00130	BQ	TajD	0.14824
MrChr2G07970	BQ	pi	0.0032944
MrChr2G07970	BQ	TajD	1.58117
MrChr2G12400	BQ	pi	0.000597104
MrChr2G12400	BQ	TajD	-0.641124
MrChr2G13360	BQ	pi	0.00425804
MrChr2G13360	BQ	TajD	-1.23603
MrChr2G14960	BQ	pi	0
MrChr2G15180	BQ	pi	0
MrChr2G16830	BQ	pi	0.000439283
MrChr2G16830	BQ	TajD	1.47142
MrChr2G20700	BQ	pi	0
MrChr2G22670	BQ	pi	8.78E-05
MrChr2G22670	BQ	TajD	-1.1624
MrChr2G29420	BQ	pi	0
MrChr2G30300	BQ	pi	0.000280487
MrChr2G30300	BQ	TajD	2.06053
MrChr3G00210	BQ	pi	0.000895401
MrChr3G00210	BQ	TajD	1.58117
MrChr3G00490	BQ	pi	0
MrChr3G05490	BQ	pi	0.000565975
MrChr3G05490	BQ	TajD	2.06053
MrChr3G08050	BQ	pi	0.00174909
MrChr3G08050	BQ	TajD	-1.03561
MrChr3G10820	BQ	pi	0
MrChr3G11160	BQ	pi	0
MrChr3G13500	BQ	pi	2.30E-05
MrChr3G13500	BQ	TajD	-0.641124
MrChr3G20560	BQ	pi	0
MrChr3G22780	BQ	pi	0
MrChr3G24190	BQ	pi	0
MrChr3G27580	BQ	pi	0
MrChr3G29050	BQ	pi	0.000641923
MrChr3G29050	BQ	TajD	2.3524
MrChr3G36950	BQ	pi	0.00242847
MrChr3G36950	BQ	TajD	0.612518
MrChr4G01840	BQ	pi	0
MrChr4G04080	BQ	pi	0.00131886
MrChr4G04080	BQ	TajD	1.43281
MrChr4G16510	BQ	pi	0
MrChr4G20580	BQ	pi	0.000255934
MrChr4G20580	BQ	TajD	1.47142
MrChr4G24430	BQ	pi	0.000482453
MrChr4G24430	BQ	TajD	1.18348
MrChr4G27510	BQ	pi	7.76E-05
MrChr4G27510	BQ	TajD	-0.641124
MrChr4G28750	BQ	pi	0
MrChr5G01160	BQ	pi	0.0015478
MrChr5G01160	BQ	TajD	-0.681074
MrChr5G05540	BQ	pi	0.00119472
MrChr5G05540	BQ	TajD	-0.68607
MrChr5G05720	BQ	pi	0
MrChr5G06750	BQ	pi	0
MrChr5G10750	BQ	pi	0
MrChr5G16080	BQ	pi	0
MrChr5G19810	BQ	pi	0.000100733
MrChr5G19810	BQ	TajD	-0.641124
MrChr5G21530	BQ	pi	0
MrChr5G23590	BQ	pi	0.000114828
MrChr5G23590	BQ	TajD	-1.03561
MrChr5G23800	BQ	pi	0.000282715
MrChr5G23800	BQ	TajD	-0.182508
MrChr5G24600	BQ	pi	0
MrChr5G25350	BQ	pi	0.000568647
MrChr5G25350	BQ	TajD	2.29798
MrChr5G27130	BQ	pi	0.00149145
MrChr5G27130	BQ	TajD	2.42111
MrChr5G29280	BQ	pi	0.000726806
MrChr5G29280	BQ	TajD	1.14147
MrChr5G30260	BQ	pi	0.00151494
MrChr5G30260	BQ	TajD	2.18913
MrChr6G10940	BQ	pi	0.000490788
MrChr6G10940	BQ	TajD	2.18913
MrChr6G11200	BQ	pi	0
MrChr6G11530	BQ	pi	0.000348311
MrChr6G11530	BQ	TajD	0.612518
MrChr6G15990	BQ	pi	0.000135217
MrChr6G15990	BQ	TajD	0.0938163
MrChr6G18240	BQ	pi	0.00114406
MrChr6G18240	BQ	TajD	2.94848
MrChr6G18520	BQ	pi	0.000311114
MrChr6G18520	BQ	TajD	2.18913
MrChr6G23300	BQ	pi	0
MrChr6G28860	BQ	pi	0
MrChr6G28960	BQ	pi	0
MrChr6G29080	BQ	pi	0.000813862
MrChr6G29080	BQ	TajD	2.18913
MrChr6G29260	BQ	pi	0
MrChr6G30270	BQ	pi	0.000735171
MrChr6G30270	BQ	TajD	2.55406
MrChr6G30370	BQ	pi	0
MrChr6G31420	BQ	pi	0.000129945
MrChr6G31420	BQ	TajD	1.58117
MrChr6G32060	BQ	pi	8.83E-05
MrChr6G32060	BQ	TajD	1.47142
MrChr6G32530	BQ	pi	0
MrChr6G32640	BQ	pi	0
MrChr6G32840	BQ	pi	0
MrChr6G32940	BQ	pi	0
MrChr6G33970	BQ	pi	0
MrChr6G34090	BQ	pi	0.00723562
MrChr6G34090	BQ	TajD	1.91752
MrChr6G34490	BQ	pi	0.000199116
MrChr6G34490	BQ	TajD	1.25032
MrChr6G36340	BQ	pi	0.000106052
MrChr6G36340	BQ	TajD	-1.17515
MrChr6G39440	BQ	pi	0.00114952
MrChr6G39440	BQ	TajD	2.9186
MrChr7G02690	BQ	pi	0.000939928
MrChr7G02690	BQ	TajD	-0.515201
MrChr7G05200	BQ	pi	0
MrChr7G06540	BQ	pi	0.000938727
MrChr7G06540	BQ	TajD	1.58117
MrChr7G07490	BQ	pi	0
MrChr7G07590	BQ	pi	0.000450234
MrChr7G07590	BQ	TajD	0.134634
MrChr7G09600	BQ	pi	0.00021275
MrChr7G09600	BQ	TajD	0.612518
MrChr7G14080	BQ	pi	0
MrChr7G15020	BQ	pi	0
MrChr7G15790	BQ	pi	0
MrChr7G17500	BQ	pi	0.000169906
MrChr7G17500	BQ	TajD	0.272861
MrChr7G17650	BQ	pi	0
MrChr7G21420	BQ	pi	0.00681889
MrChr7G21420	BQ	TajD	-0.138191
MrChr7G22260	BQ	pi	0
MrChr7G22860	BQ	pi	0.0011901
MrChr7G22860	BQ	TajD	-0.835495
MrChr7G24000	BQ	pi	0
MrChr7G26610	BQ	pi	0.0011824
MrChr7G26610	BQ	TajD	-0.787803
MrChr7G30760	BQ	pi	0.000127511
MrChr7G30760	BQ	TajD	-0.641124
MrChr8G00060	BQ	pi	0.000182258
MrChr8G00060	BQ	TajD	1.58117
MrChr8G00160	BQ	pi	0
MrChr8G03420	BQ	pi	0
MrChr8G03720	BQ	pi	0.00186154
MrChr8G03720	BQ	TajD	1.78478
MrChr8G07290	BQ	pi	0.000176334
MrChr8G07290	BQ	TajD	-0.641124
MrChr8G07390	BQ	pi	0.000150705
MrChr8G07390	BQ	TajD	-0.641124
MrChr8G07910	BQ	pi	0.0103545
MrChr8G07910	BQ	TajD	-0.847262
MrChr8G10360	BQ	pi	0.000590541
MrChr8G10360	BQ	TajD	2.70317
MrChr8G12820	BQ	pi	0.00187051
MrChr8G12820	BQ	TajD	-0.213347
MrChr8G13590	BQ	pi	0
MrChr8G17340	BQ	pi	0
MrChr8G18170	BQ	pi	0
MrChr8G20480	BQ	pi	0.00115165
MrChr8G20480	BQ	TajD	2.81843
MrChr8G20900	BQ	pi	0.00663969
MrChr8G20900	BQ	TajD	2.09922
MrChr8G25700	BQ	pi	0
MrChr8G26690	BQ	pi	0.000334099
MrChr8G26690	BQ	TajD	1.47142
MrChr1G08110	BQ	pi	0
MrChr1G13850	BQ	pi	0
MrChr1G19200	BQ	pi	0
MrChr1G19710	BQ	pi	0.00392367
MrChr1G19710	BQ	TajD	2.06053
MrChr1G20480	BQ	pi	0
MrChr1G20810	BQ	pi	0
MrChr1G27510	BQ	pi	0
MrChr1G33520	BQ	pi	0
MrChr1G33910	BQ	pi	0
MrChr1G34210	BQ	pi	2.19E-05
MrChr1G34210	BQ	TajD	-2.00253
MrChr1G34320	BQ	pi	6.70E-05
MrChr1G34320	BQ	TajD	-1.1624
MrChr1G35970	BQ	pi	0
